功夫‎ (2004), 元秋 , 元华 , 黄圣依 , 梁小龙 , 陈国坤 , 田启文 , 林子聪
喜剧之王 喜劇之王‎ (1999), 李力持 , 张柏芝 , 莫文蔚 , 吴孟达 , 林子善 , 田启文 , 李兆基 , 成龙
美人鱼‎ (2016), 邓超 , 罗志祥 , 张雨绮 , 林允 , 徐克 , 吴亦凡 , 李尚正 , 卢正雨
新喜剧之王‎ (2019), 王宝强 , 鄂靖文 , 张全蛋 , 景如洋 , 张琪 , 袁兴哲 , 田启文 , 黄骁鹏
西游降魔篇‎ (2013), 郭子健 , 文章 , 舒淇 , 黄渤 , 罗志祥 , 李尚正 , 陈炳强 , 赵志凌 , 周秀娜
长江七号‎ (2008), 徐娇 , 张雨绮 , 林子聪 , 冯勉恒 , 姚文雪 , 黄蕾 , 李尚正
少林足球‎ (2001), 赵薇 , 吴孟达 , 谢贤 , 莫文蔚 , 张柏芝 , 黄一飞 , 田启文
瓣嘴特别篇：周星驰 / 王宝强‎ (2019), 王宝强
太极‎ (2025)
美人鱼2‎ (2020), 艾伦 , 林允
无冕急先锋 無冕急先鋒‎ (1989), 甄子丹 , 吴镇宇 , 邵仲衡 , 黎美娴
丈夫出走了‎ (1983), 刘敏仪 , 陈敏健
无线大宝藏：星爷篇‎ (2000), 黄霑 , 梁朝伟 , 吴镇宇 , 汤镇业
